0,Magnitude,Name,Time,Last Updated,TZ,URL,Details,Felt,CDI,MMI,Alert,Status,Tsunami,SIG,Net,Code,IDS,Sources,Types,NST,DMIN,RMS,GAP,MagType,Etype,Title,Location Type,Coordinates
201,4.3,"124km W of Hofn, Iceland",1.41708E+12,1.42474E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t5ks,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t5ks&format=geojson,0,1,,,reviewed,0,284,us,c000t5ks,",usc000t5ks,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.575,0.57,112,mb,earthquake,"M 4.3 - 124km W of Hofn, Iceland",Point,"[-17.7578, 64.4191, 4.08]"
202,4.5,"122km WNW of Hofn, Iceland",1.41705E+12,1.42474E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t0hu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t0hu&format=geojson,0,1,,,reviewed,0,312,us,b000t0hu,",usb000t0hu,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.603,0.53,108,mb,earthquake,"M 4.5 - 122km WNW of Hofn, Iceland",Point,"[-17.6169, 64.5926, 8.03]"
203,4.6,"122km WNW of Hofn, Iceland",1.41703E+12,1.42474E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t0bm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t0bm&format=geojson,0,1,,,reviewed,0,326,us,b000t0bm,",usb000t0bm,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.588,1.23,123,mb,earthquake,"M 4.6 - 122km WNW of Hofn, Iceland",Point,"[-17.671, 64.5339, 10]"
204,4.6,"123km WNW of Hofn, Iceland",1.41701E+12,1.42474E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t08k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t08k&format=geojson,0,1,,,reviewed,0,326,us,b000t08k,",usb000t08k,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.582,0.75,85,mb,earthquake,"M 4.6 - 123km WNW of Hofn, Iceland",Point,"[-17.6855, 64.5371, 7.68]"
205,4.5,"116km WNW of Hofn, Iceland",1.41696E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t03a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t03a&format=geojson,0,1,,,reviewed,0,312,us,b000t03a,",usb000t03a,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.646,1.09,123,mb,earthquake,"M 4.5 - 116km WNW of Hofn, Iceland",Point,"[-17.5383, 64.5263, 7.36]"
206,4.2,"123km S of Akureyri, Iceland",1.41692E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t4ub,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t4ub&format=geojson,0,1,,,reviewed,0,271,us,c000t4ub,",usc000t4ub,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.484,0.89,111,mb,earthquake,"M 4.2 - 123km S of Akureyri, Iceland",Point,"[-17.8994, 64.5767, 7.97]"
207,4.4,"110km W of Hofn, Iceland",1.41691E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000szu2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000szu2&format=geojson,0,1,,,reviewed,0,298,us,b000szu2,",usb000szu2,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.702,1.2,113,mb,earthquake,"M 4.4 - 110km W of Hofn, Iceland",Point,"[-17.4516, 64.426, 9.64]"
208,5.2,"115km SSE of Akureyri, Iceland",1.41682E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000szhs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000szhs&format=geojson,0,1,,,reviewed,0,416,us,b000szhs,",usb000szhs,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.62,0.96,46,mb,earthquake,"M 5.2 - 115km SSE of Akureyri, Iceland",Point,"[-17.557, 64.6727, 10]"
209,4.1,"116km S of Akureyri, Iceland",1.41677E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t42f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t42f&format=geojson,0,1,,,reviewed,0,259,us,c000t42f,",usc000t42f,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.524,0.59,119,mb,earthquake,"M 4.1 - 116km S of Akureyri, Iceland",Point,"[-17.7869, 64.6464, 8.35]"
210,4.9,"116km WNW of Hofn, Iceland",1.41673E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000sz8w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000sz8w&format=geojson,0,1,,,reviewed,0,369,us,b000sz8w,",usb000sz8w,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.642,0.94,61,mb,earthquake,"M 4.9 - 116km WNW of Hofn, Iceland",Point,"[-17.5573, 64.502, 5.61]"
211,4.5,"123km WNW of Hofn, Iceland",1.41671E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t438,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t438&format=geojson,0,1,,,reviewed,0,312,us,c000t438,",usc000t438,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.582,0.68,115,mb,earthquake,"M 4.5 - 123km WNW of Hofn, Iceland",Point,"[-17.709, 64.4794, 6.83]"
212,4.4,"119km S of Akureyri, Iceland",1.41669E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000sz3j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000sz3j&format=geojson,0,1,,,reviewed,0,298,us,b000sz3j,",usb000sz3j,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.593,0.5,108,mb,earthquake,"M 4.4 - 119km S of Akureyri, Iceland",Point,"[-17.6297, 64.6264, 8.06]"
213,4.4,"126km WNW of Hofn, Iceland",1.41668E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t41i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t41i&format=geojson,0,1,,,reviewed,0,298,us,c000t41i,",usc000t41i,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.556,1.05,126,mb,earthquake,"M 4.4 - 126km WNW of Hofn, Iceland",Point,"[-17.7746, 64.4695, 10.79]"
214,4.5,"100km WNW of Hofn, Iceland",1.41661E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000syr8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000syr8&format=geojson,0,1,,,reviewed,0,312,us,b000syr8,",usb000syr8,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.821,1,90,mb,earthquake,"M 4.5 - 100km WNW of Hofn, Iceland",Point,"[-17.0953, 64.6419, 4.98]"
215,4.5,"121km WNW of Hofn, Iceland",1.41661E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t3yq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t3yq&format=geojson,0,1,,,reviewed,0,312,us,c000t3yq,",usc000t3yq,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.611,0.69,75,mb,earthquake,"M 4.5 - 121km WNW of Hofn, Iceland",Point,"[-17.5992, 64.5881, 7.47]"
216,4.3,"110km WNW of Hofn, Iceland",1.41657E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t3yb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t3yb&format=geojson,0,1,,,reviewed,0,284,us,c000t3yb,",usc000t3yb,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.699,0.62,129,mb,earthquake,"M 4.3 - 110km WNW of Hofn, Iceland",Point,"[-17.4474, 64.4495, 8.11]"
217,4.5,"119km S of Akureyri, Iceland",1.41657E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t3yg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t3yg&format=geojson,0,1,,,reviewed,0,312,us,c000t3yg,",usc000t3yg,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.57,0.71,108,mb,earthquake,"M 4.5 - 119km S of Akureyri, Iceland",Point,"[-17.6827, 64.6298, 6.98]"
218,4.4,"122km WNW of Hofn, Iceland",1.41656E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t3xr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t3xr&format=geojson,0,1,,,reviewed,0,298,us,c000t3xr,",usc000t3xr,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.589,1.02,108,mb,earthquake,"M 4.4 - 122km WNW of Hofn, Iceland",Point,"[-17.6879, 64.4911, 13.48]"
219,4.5,"122km WNW of Hofn, Iceland",1.41654E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000syfr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000syfr&format=geojson,0,1,,,reviewed,0,312,us,b000syfr,",usb000syfr,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.593,0.76,83,mb,earthquake,"M 4.5 - 122km WNW of Hofn, Iceland",Point,"[-17.6592, 64.5337, 5.8]"
220,4.6,"127km WNW of Hofn, Iceland",1.41652E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t3qk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t3qk&format=geojson,0,1,,,reviewed,0,326,us,c000t3qk,",usc000t3qk,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.541,0.58,119,mb,earthquake,"M 4.6 - 127km WNW of Hofn, Iceland",Point,"[-17.7921, 64.5077, 7.99]"
221,4.4,"117km S of Akureyri, Iceland",1.4165E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t3q8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t3q8&format=geojson,0,1,,,reviewed,0,298,us,c000t3q8,",usc000t3q8,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.517,0.7,134,mb,earthquake,"M 4.4 - 117km S of Akureyri, Iceland",Point,"[-17.8055, 64.6384, 7.91]"
222,4.2,"117km WNW of Hofn, Iceland",1.41647E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t3qh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t3qh&format=geojson,0,1,,,reviewed,0,271,us,c000t3qh,",usc000t3qh,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.655,1.46,119,mb,earthquake,"M 4.2 - 117km WNW of Hofn, Iceland",Point,"[-17.4835, 64.6346, 10]"
223,4.4,"119km S of Akureyri, Iceland",1.41647E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000sy6b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000sy6b&format=geojson,0,1,,,reviewed,0,298,us,b000sy6b,",usb000sy6b,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.573,0.75,125,mb,earthquake,"M 4.4 - 119km S of Akureyri, Iceland",Point,"[-17.6786, 64.6213, 7.66]"
224,4.5,"121km WNW of Hofn, Iceland",1.41644E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000sy47,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000sy47&format=geojson,0,1,,,reviewed,0,312,us,b000sy47,",usb000sy47,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.603,0.58,85,mb,earthquake,"M 4.5 - 121km WNW of Hofn, Iceland",Point,"[-17.619, 64.5858, 8.88]"
225,4.4,"115km W of Hofn, Iceland",1.41644E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000sy3n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000sy3n&format=geojson,0,1,,,reviewed,0,298,us,b000sy3n,",usb000sy3n,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.657,0.9,105,mb,earthquake,"M 4.4 - 115km W of Hofn, Iceland",Point,"[-17.5831, 64.3844, 7.66]"
226,4.4,"124km S of Akureyri, Iceland",1.41643E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t2g3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t2g3&format=geojson,0,1,,,reviewed,0,298,us,b000t2g3,",usb000t2g3,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.553,0.83,115,mb,earthquake,"M 4.4 - 124km S of Akureyri, Iceland",Point,"[-17.7396, 64.5732, 7.04]"
227,4.4,"101km WNW of Hofn, Iceland",1.4164E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000sy3h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000sy3h&format=geojson,0,1,,,reviewed,0,298,us,b000sy3h,",usb000sy3h,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.783,0.99,87,mb,earthquake,"M 4.4 - 101km WNW of Hofn, Iceland",Point,"[-17.2173, 64.5257, 8.43]"
228,4.4,"125km WNW of Hofn, Iceland",1.41636E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000syps,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000syps&format=geojson,0,1,,,reviewed,0,298,us,c000syps,",usc000syps,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.561,0.59,114,mb,earthquake,"M 4.4 - 125km WNW of Hofn, Iceland",Point,"[-17.7383, 64.5255, 8.03]"
229,4.2,"113km S of Akureyri, Iceland",1.41636E+12,1.42423E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t2hi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t2hi&format=geojson,0,1,,,reviewed,0,271,us,b000t2hi,",usb000t2hi,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.498,1.43,119,mb,earthquake,"M 4.2 - 113km S of Akureyri, Iceland",Point,"[-17.844, 64.6698, 10]"
230,4.6,"114km WNW of Hofn, Iceland",1.41634E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000syir,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000syir&format=geojson,0,1,,,reviewed,0,326,us,c000syir,",usc000syir,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.675,1.2,115,mb,earthquake,"M 4.6 - 114km WNW of Hofn, Iceland",Point,"[-17.4481, 64.5948, 14.98]"
231,4.3,"123km S of Akureyri, Iceland",1.41633E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000syjv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000syjv&format=geojson,0,1,,,reviewed,0,284,us,c000syjv,",usc000syjv,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.594,0.78,121,mb,earthquake,"M 4.3 - 123km S of Akureyri, Iceland",Point,"[-17.6374, 64.5939, 6.37]"
232,4.5,"121km WNW of Hofn, Iceland",1.4163E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000syeu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000syeu&format=geojson,0,1,,,reviewed,0,312,us,c000syeu,",usc000syeu,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.599,0.63,112,mb,earthquake,"M 4.5 - 121km WNW of Hofn, Iceland",Point,"[-17.641, 64.5446, 7.17]"
233,4.6,"129km WNW of Hofn, Iceland",1.41628E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t28s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t28s&format=geojson,0,1,,,reviewed,0,326,us,b000t28s,",usb000t28s,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.53,0.21,115,mb,earthquake,"M 4.6 - 129km WNW of Hofn, Iceland",Point,"[-17.8163, 64.5136, 8.01]"
234,4.3,"117km WNW of Hofn, Iceland",1.41621E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t243,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t243&format=geojson,0,1,,,reviewed,0,284,us,b000t243,",usb000t243,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.632,0.94,105,mb,earthquake,"M 4.3 - 117km WNW of Hofn, Iceland",Point,"[-17.58, 64.5034, 7.61]"
235,4.5,"123km WNW of Hofn, Iceland",1.41619E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t233,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t233&format=geojson,0,1,,,reviewed,0,312,us,b000t233,",usb000t233,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.579,1.23,105,mb,earthquake,"M 4.5 - 123km WNW of Hofn, Iceland",Point,"[-17.6967, 64.5224, 7.54]"
236,4.2,"117km NNE of Vik, Iceland",1.41618E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t245,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t245&format=geojson,0,1,,,reviewed,0,271,us,b000t245,",usb000t245,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.53,0.73,93,mb,earthquake,"M 4.2 - 117km NNE of Vik, Iceland",Point,"[-17.9054, 64.351, 8.01]"
237,4.8,"229km SW of Grindavik, Iceland",1.41618E+12,1.42371E+12,-120,https://earthquake.usgs.gov/earthquakes/eventpage/usc000sxyg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000sxyg&format=geojson,0,1,,,reviewed,0,354,us,c000sxyg,",usc000sxyg,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,3.05,0.38,89,mb,earthquake,"M 4.8 - 229km SW of Grindavik, Iceland",Point,"[-25.7789, 62.4432, 15.11]"
238,4.4,"129km S of Akureyri, Iceland",1.41615E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000sxve,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000sxve&format=geojson,0,1,,,reviewed,0,298,us,c000sxve,",usc000sxve,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.521,0.83,124,mb,earthquake,"M 4.4 - 129km S of Akureyri, Iceland",Point,"[-17.8288, 64.531, 8.29]"
239,4.4,"127km NNE of Vik, Iceland",1.41613E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000sxxe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000sxxe&format=geojson,0,1,,,reviewed,0,298,us,c000sxxe,",usc000sxxe,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.531,0.57,127,mb,earthquake,"M 4.4 - 127km NNE of Vik, Iceland",Point,"[-17.8506, 64.4368, 8.21]"
240,5.3,"122km S of Akureyri, Iceland",1.4161E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000sxqj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000sxqj&format=geojson,0,1,,,reviewed,0,432,us,c000sxqj,",usc000sxqj,",",us,",",cap,dyfi,geoserve,moment-tensor,nearby-cities,origin,phase-data,",,1.576,0.61,61,mww,earthquake,"M 5.3 - 122km S of Akureyri, Iceland",Point,"[-17.6776, 64.5968, 5.7]"
241,4.5,"125km WNW of Hofn, Iceland",1.41608E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t0qg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t0qg&format=geojson,0,1,,,reviewed,0,312,us,b000t0qg,",usb000t0qg,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.562,1.2,124,mb,earthquake,"M 4.5 - 125km WNW of Hofn, Iceland",Point,"[-17.738, 64.5184, 4.63]"
242,4.3,"117km S of Akureyri, Iceland",1.41607E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t0qf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t0qf&format=geojson,0,1,,,reviewed,0,284,us,b000t0qf,",usb000t0qf,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.484,1,141,mb,earthquake,"M 4.3 - 117km S of Akureyri, Iceland",Point,"[-17.8829, 64.6376, 10]"
243,4.5,"124km WNW of Hofn, Iceland",1.41605E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000sxky,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000sxky&format=geojson,0,1,,,reviewed,0,312,us,c000sxky,",usc000sxky,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.575,0.86,111,mb,earthquake,"M 4.5 - 124km WNW of Hofn, Iceland",Point,"[-17.6952, 64.5536, 7.94]"
244,4.1,"122km NNE of Vik, Iceland",1.41601E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t0r8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t0r8&format=geojson,0,1,,,reviewed,0,259,us,b000t0r8,",usb000t0r8,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.396,0.83,69,mb,earthquake,"M 4.1 - 122km NNE of Vik, Iceland",Point,"[-18.1663, 64.4459, 10]"
245,5.2,"104km WNW of Hofn, Iceland",1.41596E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000sx8r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000sx8r&format=geojson,0,1,,,reviewed,0,416,us,c000sx8r,",usc000sx8r,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.758,0.86,42,mb,earthquake,"M 5.2 - 104km WNW of Hofn, Iceland",Point,"[-17.2727, 64.5389, 7.7]"
246,4.7,"129km WNW of Hofn, Iceland",1.41595E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t0hk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t0hk&format=geojson,0,1,,,reviewed,0,340,us,b000t0hk,",usb000t0hk,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.529,0.67,120,mb,earthquake,"M 4.7 - 129km WNW of Hofn, Iceland",Point,"[-17.8188, 64.5148, 9.65]"
247,4.3,"128km S of Akureyri, Iceland",1.41595E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t0hj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t0hj&format=geojson,0,1,,,reviewed,0,284,us,b000t0hj,",usb000t0hj,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.531,0.77,142,mb,earthquake,"M 4.3 - 128km S of Akureyri, Iceland",Point,"[-17.8023, 64.5411, 8.16]"
248,4.6,"118km WNW of Hofn, Iceland",1.41592E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000sx64,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000sx64&format=geojson,0,1,,,reviewed,0,326,us,c000sx64,",usc000sx64,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.648,0.8,57,mb,earthquake,"M 4.6 - 118km WNW of Hofn, Iceland",Point,"[-17.4989, 64.6402, 11.04]"
249,4.5,"119km S of Akureyri, Iceland",1.41591E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000sx3j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000sx3j&format=geojson,0,1,,,reviewed,0,312,us,c000sx3j,",usc000sx3j,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.449,0.92,121,mb,earthquake,"M 4.5 - 119km S of Akureyri, Iceland",Point,"[-17.9692, 64.6165, 10]"
250,4.3,"121km WNW of Hofn, Iceland",1.4159E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t0ge,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t0ge&format=geojson,0,1,,,reviewed,0,284,us,b000t0ge,",usb000t0ge,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.599,1.05,148,mb,earthquake,"M 4.3 - 121km WNW of Hofn, Iceland",Point,"[-17.686, 64.4456, 7.98]"
251,4.3,"118km S of Akureyri, Iceland",1.41587E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000t0fv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000t0fv&format=geojson,0,1,,,reviewed,0,284,us,b000t0fv,",usb000t0fv,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.59,0.62,119,mb,earthquake,"M 4.3 - 118km S of Akureyri, Iceland",Point,"[-17.6366, 64.6353, 5.82]"
252,4.7,"117km S of Akureyri, Iceland",1.41584E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000swt9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000swt9&format=geojson,0,1,,,reviewed,0,340,us,c000swt9,",usc000swt9,",",us,",",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",,1.473,0.22,111,mb,earthquake,"M 4.7 - 117km S of Akureyri, Iceland",Point,"[-17.9095, 64.631, 8.08]"
253,4.5,"123km WNW of Hofn, Iceland",1.41583E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000szxr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000szxr&format=geojson,0,1,,,reviewed,0,312,us,b000szxr,",usb000szxr,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.585,0.72,126,mb,earthquake,"M 4.5 - 123km WNW of Hofn, Iceland",Point,"[-17.7081, 64.4683, 7.41]"
254,4.4,"117km S of Akureyri, Iceland",1.41583E+12,1.42371E+12,0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000sws0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000sws0&format=geojson,0,1,,,reviewed,0,298,us,c000sws0,",usc000sws0,",",us,",",dyfi,geoserve,nearby-cities,origin,phase-data,",,1.538,0.58,111,mb,earthquake,"M 4.4 - 117km S of Akureyri, Iceland",Point,"[-17.757, 64.6362, 7.58]"
